eh_id,structure,structure_name,time_frequency,age_id,sex_id,activity_id,isco08_deescription,unit_description,country_id,time_period,obs_value,observation_status,
351,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2019,168.4,,
352,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2020,167.9,,
353,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2021,163.7,break in time series,
354,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2022,157.8,,
355,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2023,163.6,,
356,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BA,2021,60.1,break in time series,
357,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BA,2022,62.2,,
358,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BA,2023,66.2,,
359,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2014,201.6,,
360,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2015,201.8,,
361,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2016,201.5,,
362,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2017,208.2,break in time series,
363,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2018,203.9,,
364,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2019,214.6,,
365,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2020,204.2,,
366,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2021,208.8,break in time series,
367,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2022,218.6,,
368,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BE,2023,215,,
369,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2014,140.5,,
370,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2015,146.4,,
371,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2016,154.7,,
372,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2017,169,,
373,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2018,168.8,,
374,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2019,164.6,break in time series,
375,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2020,155.5,,
376,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2021,158,break in time series,
377,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2022,161.6,,
378,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,BG,2023,163.3,,
379,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2014,140.5,,
380,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2015,147.4,,
381,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2016,142.2,,
382,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2017,147.3,,
383,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2018,155.6,,
384,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2019,155.4,,
385,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2020,152.1,,
386,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2021,146.1,break in time series,
387,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2022,144.3,,
388,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CH,2023,150,,
389,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2014,9.7,,
390,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2015,9.9,,
391,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2016,11.2,,
392,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2017,12.3,,
393,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2018,13.6,,
394,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2019,13.3,,
395,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2020,13.4,,
396,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2021,11.1,break in time series,
397,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2022,10.4,,
398,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CY,2023,12.8,,
399,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2014,213.1,,
400,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2015,220.5,,
401,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2016,233.1,,
402,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2017,241.3,,
403,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2018,240.5,,
404,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2019,262.5,,
405,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2020,242.9,,
406,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2021,232.2,break in time series,
407,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2022,242.3,,
408,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,CZ,2023,238.2,,
409,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2014,1439.6,,
410,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2015,1471.1,,
411,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2016,1513.5,,
412,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2017,1560.3,,
413,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2018,1589.4,,
414,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2019,1614.1,,
415,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2020,1436,break in time series,
416,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2021,1408,break in time series,
417,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2022,1530.2,,
418,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DE,2023,1552.6,,
419,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2014,100,,
420,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2015,98.7,,
421,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2016,97.3,break in time series,
422,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2017,101.5,break in time series,
423,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2018,100.1,,
424,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2019,99.6,,
425,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2020,99,,
426,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2021,99.3,break in time series,
427,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2022,98.3,,
428,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,DK,2023,104.5,break in time series,
429,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2014,36.9,,
430,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2015,34.7,,
431,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2016,38.8,,
432,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2017,38.9,,
433,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2018,37.2,,
434,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2019,36.4,,
435,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2020,33.3,,
436,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2021,36,break in time series,
437,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2022,39.7,,
438,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EE,2023,38.9,,
439,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2014,144,,
440,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2015,141.6,,
441,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2016,156.4,,
442,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2017,157.9,,
443,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2018,156.9,,
444,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2019,165.1,,
445,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2020,169.2,,
446,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2021,172.3,break in time series,
447,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2022,171.6,,
448,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,EL,2023,185.6,,
449,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2014,695.2,,
450,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2015,708.2,,
451,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2016,752.1,,
452,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2017,759.1,,
453,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2018,796.1,,
454,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2019,827.5,,
455,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2020,788.7,,
456,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2021,815,"break in time series, definition differs (see metadata)",
457,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2022,884.6,definition differs (see metadata),
458,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,ES,2023,915.6,definition differs (see metadata),
459,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2014,108.4,,
460,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2015,107.8,,
461,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2016,114.1,,
462,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2017,113.6,,
463,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2018,114.2,,
464,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2019,113.9,,
465,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2020,106,,
466,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2021,110.1,break in time series,
467,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2022,107.7,,
468,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FI,2023,107.6,,
469,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2014,1055.8,break in time series,
470,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2015,1082.8,,
471,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2016,1074.2,,
472,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2017,1071.3,,
473,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2018,1073.3,,
474,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2019,1050.6,,
475,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2020,1028.2,,
476,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2021,1047.1,"break in time series, definition differs (see metadata)",
477,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2022,1059.9,definition differs (see metadata),
478,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,FR,2023,1063.8,definition differs (see metadata),
479,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2014,88.2,,
480,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2015,80.6,,
481,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2016,77.1,,
482,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2017,84.3,,
483,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2018,80.3,,
484,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2019,82.5,,
485,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2020,81.5,,
486,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2021,82.1,break in time series,
487,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2022,84.3,,
488,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HR,2023,82.3,,
489,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2014,191.4,,
490,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2015,198.2,,
491,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2016,210,,
492,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2017,225.2,,
493,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2018,220.2,break in time series,
494,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2019,233.1,,
495,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2020,213.3,,
496,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2021,214.7,break in time series,
497,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2022,217.7,,
498,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,HU,2023,223.1,,
499,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2014,68.8,,
500,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2015,73,,
501,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2016,75.8,,
502,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2017,76.2,break in time series,
503,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2018,80.3,,
504,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2019,86.6,,
505,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2020,82.4,,
506,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2021,81,break in time series,
507,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2022,91,,
508,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IE,2023,93.8,,
509,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2014,6.8,,
510,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2015,7.2,,
511,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2016,8.4,,
512,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2017,8.9,,
513,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2018,9.5,,
514,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2019,8.7,,
515,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2020,7.7,break in time series,
516,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2021,7.3,break in time series,
517,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2022,9.7,,
518,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IS,2023,10.5,,
519,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2014,826.3,,
520,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2015,819.4,,
521,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2016,863.8,,
522,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2017,886.4,,
523,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2018,887,break in time series,
524,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2019,898.2,,
525,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2020,887.2,,
526,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2021,915.2,break in time series,
527,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2022,929.5,,
528,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2023,935,,
529,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,LT,2014,77,,
530,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,LT,2015,74.5,,
531,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,LT,2016,73,,
