eit_id,structure,structure_name,time_frequency,age_id,sex_id,activity_id,isco08_deescription,unit_description,country_id,time_period,obs_value,observation_status
355,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2019,804.9,
356,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2020,778.4,
357,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2021,742.9,break in time series
358,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2022,746.4,
359,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2023,765.7,
360,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2014,384.8,
361,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2015,373.2,
362,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2016,380.3,
363,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2017,397,
364,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2018,385.4,break in time series
365,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2019,388,
366,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2020,405.6,
367,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2021,396.4,break in time series
368,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2022,406.6,
369,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,P,Total,Thousand persons,IT,2023,404.1,
370,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2014,547.2,
371,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2015,546.3,
372,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2016,560.8,
373,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2017,557.4,
374,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2018,564.2,break in time series
375,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2019,576.5,
376,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2020,552.9,
377,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2021,550.8,break in time series
378,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2022,546.4,
379,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,Q,Total,Thousand persons,IT,2023,549.9,
380,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2014,160.9,
381,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2015,160.9,
382,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2016,174.3,
383,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2017,194.2,
384,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2018,178.7,break in time series
385,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2019,182.3,
386,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2020,176.5,
387,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2021,150.3,break in time series
388,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2022,173.9,
389,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,R,Total,Thousand persons,IT,2023,191.8,
390,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2014,248.7,
391,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2015,255.6,
392,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2016,260.8,
393,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2017,265.6,
394,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2018,268.3,break in time series
395,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2019,268.6,
396,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2020,273.5,
397,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2021,261.4,break in time series
398,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2022,267.1,
399,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,S,Total,Thousand persons,IT,2023,245.5,
400,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2014,114.7,
401,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2015,110,
402,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2016,93.7,
403,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2017,95.4,
404,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2018,90.1,break in time series
405,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2019,84.9,
406,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2020,79.4,
407,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2021,81.6,break in time series
408,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2022,81.1,
409,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,T,Total,Thousand persons,IT,2023,78.9,
410,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2014,9.8,
411,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2015,9.1,
412,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2016,7.7,
413,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2017,7.8,
414,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2018,9.1,break in time series
415,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2019,7.2,
416,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2020,9.4,
417,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2021,9.4,break in time series
418,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2022,8.9,
419,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,U,Total,Thousand persons,IT,2023,10,
