STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2014,,800,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2015,,587,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2016,,603,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2017,,618,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2018,,594,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2019,,560,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2020,,456,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2021,,485,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2022,,411,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,F,Females,IT,Italy,2023,,396,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2014,,1495,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2015,,1388,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2016,,1339,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2017,,1357,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2018,,1288,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2019,,1144,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2020,,1119,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2021,,1394,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2022,,1247,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,M,Males,IT,Italy,2023,,1289,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,J,Information and communication,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2014,,831,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2015,,708,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2016,,721,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2017,,672,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2018,,655,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2019,,637,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2020,,474,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2021,,425,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2022,,423,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,F,Females,IT,Italy,2023,,456,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2014,,700,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2015,,670,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2016,,670,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2017,,610,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2018,,564,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2019,,530,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2020,,387,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2021,,354,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2022,,305,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,M,Males,IT,Italy,2023,,292,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,K,Financial and insurance activities,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2014,,876,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2015,,741,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2016,,689,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2017,,710,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2018,,719,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2019,,621,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2020,,603,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2021,,320,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2022,,211,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,F,Females,IT,Italy,2023,,237,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2014,,1331,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2015,,1246,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2016,,1178,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2017,,1133,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2018,,1114,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2019,,1022,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2020,,769,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2021,,614,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2022,,390,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,M,Males,IT,Italy,2023,,444,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2014,,1853,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2015,,1606,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2016,,1741,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2017,,1661,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2018,,1793,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2019,,1751,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2020,,2082,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2021,,929,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2022,,647,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",F,Females,IT,Italy,2023,,663,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2014,,2934,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2015,,2839,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2016,,3101,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2017,,3112,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2018,,3160,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2019,,3041,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2020,,2295,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2021,,1851,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2022,,1422,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",M,Males,IT,Italy,2023,,1468,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2014,,6997,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2015,,6278,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2016,,6178,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2017,,6308,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2018,,6152,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2019,,5615,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2020,,5403,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,F,Females,IT,Italy,2021,,5563,,,,,
